"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.6,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.7,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.5,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.7,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.1,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,4.8,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,4.8,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.6,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.8,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.9,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.2,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.2,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.1,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.4,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.4,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.7,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.9,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.2,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.8,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.3,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.7,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.8,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.1,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.9,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.2,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.2,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.6,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.4,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.5,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.9,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.9,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,5.8,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.1,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.4,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.5,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.5,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,8,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.3,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.8,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,8,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,5.8,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.1,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.3,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.1,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.9,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.5,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.8,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.4,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.9,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.8,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.3,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.1,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.3,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4.5,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.4,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.4,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.7,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.6,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4.6,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.6,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.8,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.6,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.5,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.5,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4.5,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.7,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.8,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.4,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4.4,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.1,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.1,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.3,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.3,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.5,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.1,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.4,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.6,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.8,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.4,,
"FRA","France","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.7,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.7,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.6,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.4,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.1,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.3,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,12.8,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.9,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.2,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.4,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.7,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.1,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.9,,
"USA","United States","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.5,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.9,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.9,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.5,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.4,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.8,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.5,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.6,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,6.2,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.8,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.9,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.9,,
"FRA","France","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,5.6,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.1,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.6,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.4,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.1,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","Units",,,5.4,,
