"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",0.25,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",7.93,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",6.38,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",3.58,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.12,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.46,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",3.29,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",0.83,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.88,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",5.41,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.39,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",3.85,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.49,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",7.05,"E","Estimated value"
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.47,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.03,,
"JPN","Japan","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",20.43,"E","Estimated value"
"KOR","Korea","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",17.06,"E","Estimated value"
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.18,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",17.58,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",0.15,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",6.25,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",1.13,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.57,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",5.33,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.99,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",3.53,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",0.6,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.86,"E","Estimated value"
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",34.6,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",5.83,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",6.49,,
"OTO","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",4.93,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",8.78,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",9.78,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.72,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",7.91,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",0.08,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","2013","2013",2.95,,
"AUS","Australia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.41,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.46,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.71,,
"CAN","Canada","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.25,,
"CZE","Czech Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.34,"E","Estimated value"
"DNK","Denmark","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",16.06,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.89,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.33,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.31,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.65,"E","Estimated value"
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.9,"E","Estimated value"
"ISL","Iceland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.06,"E","Estimated value"
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.18,"E","Estimated value"
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.89,,
"JPN","Japan","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",13.96,,
"KOR","Korea","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.63,,
"LUX","Luxembourg","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.05,"E","Estimated value"
"MEX","Mexico","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",12.66,"E","Estimated value"
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.66,"E","Estimated value"
"NZL","New Zealand","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.87,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.56,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.2,,
"PRT","Portugal","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.71,"E","Estimated value"
"SVK","Slovak Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.78,"E","Estimated value"
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.85,,
"SWE","Sweden","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",15.11,,
"CHE","Switzerland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.78,"E","Estimated value"
"TUR","Turkey","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",11.73,"E","Estimated value"
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.83,,
"USA","United States","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.27,,
"OTO","OECD - Total","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.87,"E","Estimated value"
"BRA","Brazil","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.84,"E","Estimated value"
"CHL","Chile","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",13.66,"E","Estimated value"
"EST","Estonia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.2,,
"ISR","Israel","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",13.81,"E","Estimated value"
"RUS","Russia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.84,"E","Estimated value"
"SVN","Slovenia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","2013","2013",14.62,,
"AUS","Australia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.43,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.6,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.82,,
"CAN","Canada","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.33,,
"CZE","Czech Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.51,"E","Estimated value"
"DNK","Denmark","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",16.06,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.03,"E","Estimated value"
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.55,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.36,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.8,"E","Estimated value"
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.04,"E","Estimated value"
"ISL","Iceland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.24,"E","Estimated value"
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.31,"E","Estimated value"
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.19,,
"JPN","Japan","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.12,,
"KOR","Korea","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.97,,
"LUX","Luxembourg","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.18,"E","Estimated value"
"MEX","Mexico","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",12.92,"E","Estimated value"
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.76,"E","Estimated value"
"NZL","New Zealand","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.83,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.5,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.37,,
"PRT","Portugal","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.86,"E","Estimated value"
"SVK","Slovak Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.93,"E","Estimated value"
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",16.21,,
"SWE","Sweden","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.01,,
"CHE","Switzerland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.93,"E","Estimated value"
"TUR","Turkey","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",12.04,"E","Estimated value"
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.83,,
"USA","United States","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.39,,
"OTO","OECD - Total","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.01,,
"BRA","Brazil","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.99,"E","Estimated value"
"CHL","Chile","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",13.86,"E","Estimated value"
"EST","Estonia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.54,,
"ISR","Israel","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.01,"E","Estimated value"
"RUS","Russia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",14.99,"E","Estimated value"
"SVN","Slovenia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","2013","2013",15.08,,
"AUS","Australia","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.37,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.15,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.47,,
"CAN","Canada","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.15,,
"CZE","Czech Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.07,"E","Estimated value"
"DNK","Denmark","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",16.06,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.66,"E","Estimated value"
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.9,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.31,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.4,"E","Estimated value"
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.67,"E","Estimated value"
"ISL","Iceland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",13.77,"E","Estimated value"
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.97,"E","Estimated value"
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.08,,
"JPN","Japan","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",13.61,,
"KOR","Korea","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.07,,
"LUX","Luxembourg","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.83,"E","Estimated value"
"MEX","Mexico","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",12.27,"E","Estimated value"
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.49,"E","Estimated value"
"NZL","New Zealand","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.93,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.67,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",13.83,,
"PRT","Portugal","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.47,"E","Estimated value"
"SVK","Slovak Republic","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.54,"E","Estimated value"
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.28,,
"SWE","Sweden","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",15.3,,
"CHE","Switzerland","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.54,"E","Estimated value"
"TUR","Turkey","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",11.27,"E","Estimated value"
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.83,,
"USA","United States","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.12,,
"OTO","OECD - Total","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.64,,
"BRA","Brazil","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","2013","2013",14.61,"E","Estimated value"
